"Plot Title: ELA #7 "
"#","Time, GMT-04:00","Temp, °C()","Coupler Attached()","Coupler Detached()","Host Connected()","Stopped()","End Of File()"
45,06/03/12 09:00:00  PM,22.621,,,,,
46,06/03/12 09:30:00  PM,22.621,,,,,
47,06/03/12 10:00:00  PM,22.717,,,,,
48,06/03/12 10:30:00  PM,22.717,,,,,
49,06/03/12 11:00:00  PM,22.812,,,,,
50,06/03/12 11:30:00  PM,22.717,,,,,
51,06/04/12 12:00:00  AM,22.621,,,,,
52,06/04/12 12:30:00  AM,22.525,,,,,
53,06/04/12 01:00:00  AM,22.429,,,,,
54,06/04/12 01:30:00  AM,22.333,,,,,
55,06/04/12 02:00:00  AM,22.238,,,,,
56,06/04/12 02:30:00  AM,22.238,,,,,
57,06/04/12 03:00:00  AM,22.142,,,,,
58,06/04/12 03:30:00  AM,22.142,,,,,
59,06/04/12 04:00:00  AM,22.046,,,,,
60,06/04/12 04:30:00  AM,22.046,,,,,
61,06/04/12 05:00:00  AM,22.046,,,,,
62,06/04/12 05:30:00  AM,21.951,,,,,
63,06/04/12 06:00:00  AM,21.951,,,,,
64,06/04/12 06:30:00  AM,21.855,,,,,
65,06/04/12 07:00:00  AM,21.855,,,,,
66,06/04/12 07:30:00  AM,21.855,,,,,
67,06/04/12 08:00:00  AM,21.951,,,,,
68,06/04/12 08:30:00  AM,22.142,,,,,
69,06/04/12 09:00:00  AM,22.525,,,,,
70,06/04/12 09:30:00  AM,21.855,,,,,
71,06/04/12 10:00:00  AM,21.855,,,,,
72,06/04/12 10:30:00  AM,27.764,,,,,
73,06/04/12 11:00:00  AM,31.472,,,,,
74,06/04/12 11:30:00  AM,28.555,,,,,
75,06/04/12 12:00:00  PM,33.743,,,,,
76,06/04/12 12:30:00  PM,33.639,,,,,
77,06/04/12 01:00:00  PM,28.853,,,,,
78,06/04/12 01:30:00  PM,24.931,,,,,
79,06/04/12 02:00:00  PM,23.869,,,,,
80,06/04/12 02:30:00  PM,23.388,,,,,
81,06/04/12 03:00:00  PM,23.100,,,,,
82,06/04/12 03:30:00  PM,23.004,,,,,
83,06/04/12 04:00:00  PM,23.100,,,,,
84,06/04/12 04:30:00  PM,23.196,,,,,
85,06/04/12 05:00:00  PM,23.292,,,,,
86,06/04/12 05:30:00  PM,23.484,,,,,
87,06/04/12 06:00:00  PM,23.677,,,,,
88,06/04/12 06:30:00  PM,23.773,,,,,
89,06/04/12 07:00:00  PM,23.773,,,,,
90,06/04/12 07:30:00  PM,23.773,,,,,
91,06/04/12 08:00:00  PM,23.869,,,,,
92,06/04/12 08:30:00  PM,23.869,,,,,
93,06/04/12 09:00:00  PM,23.773,,,,,
94,06/04/12 09:30:00  PM,23.773,,,,,
95,06/04/12 10:00:00  PM,23.773,,,,,
96,06/04/12 10:30:00  PM,23.773,,,,,
97,06/04/12 11:00:00  PM,23.677,,,,,
98,06/04/12 11:30:00  PM,23.677,,,,,
99,06/05/12 12:00:00  AM,23.581,,,,,
100,06/05/12 12:30:00  AM,23.388,,,,,
101,06/05/12 01:00:00  AM,23.292,,,,,
102,06/05/12 01:30:00  AM,23.196,,,,,
103,06/05/12 02:00:00  AM,23.100,,,,,
104,06/05/12 02:30:00  AM,23.004,,,,,
105,06/05/12 03:00:00  AM,23.004,,,,,
106,06/05/12 03:30:00  AM,22.908,,,,,
107,06/05/12 04:00:00  AM,22.908,,,,,
108,06/05/12 04:30:00  AM,22.812,,,,,
109,06/05/12 05:00:00  AM,22.812,,,,,
110,06/05/12 05:30:00  AM,22.717,,,,,
111,06/05/12 06:00:00  AM,22.717,,,,,
112,06/05/12 06:30:00  AM,22.717,,,,,
113,06/05/12 07:00:00  AM,22.717,,,,,
114,06/05/12 07:30:00  AM,22.621,,,,,
115,06/05/12 08:00:00  AM,22.621,,,,,
116,06/05/12 08:30:00  AM,22.717,,,,,
117,06/05/12 09:00:00  AM,22.717,,,,,
118,06/05/12 09:30:00  AM,22.812,,,,,
119,06/05/12 10:00:00  AM,22.812,,,,,
120,06/05/12 10:30:00  AM,22.812,,,,,
121,06/05/12 11:00:00  AM,23.004,,,,,
122,06/05/12 11:30:00  AM,23.196,,,,,
123,06/05/12 12:00:00  PM,23.484,,,,,
124,06/05/12 12:30:00  PM,23.869,,,,,
125,06/05/12 01:00:00  PM,24.158,,,,,
126,06/05/12 01:30:00  PM,24.255,,,,,
127,06/05/12 02:00:00  PM,24.448,,,,,
128,06/05/12 02:30:00  PM,25.028,,,,,
129,06/05/12 03:00:00  PM,25.319,,,,,
130,06/05/12 03:30:00  PM,25.610,,,,,
131,06/05/12 04:00:00  PM,26.000,,,,,
132,06/05/12 04:30:00  PM,25.805,,,,,
133,06/05/12 05:00:00  PM,25.513,,,,,
134,06/05/12 05:30:00  PM,25.222,,,,,
135,06/05/12 06:00:00  PM,25.028,,,,,
136,06/05/12 06:30:00  PM,25.028,,,,,
137,06/05/12 07:00:00  PM,25.222,,,,,
138,06/05/12 07:30:00  PM,25.222,,,,,
139,06/05/12 08:00:00  PM,25.125,,,,,
140,06/05/12 08:30:00  PM,25.028,,,,,
141,06/05/12 09:00:00  PM,24.931,,,,,
142,06/05/12 09:30:00  PM,24.835,,,,,
143,06/05/12 10:00:00  PM,24.738,,,,,
144,06/05/12 10:30:00  PM,24.545,,,,,
145,06/05/12 11:00:00  PM,24.351,,,,,
146,06/05/12 11:30:00  PM,23.581,,,,,
147,06/06/12 12:00:00  AM,23.100,,,,,
148,06/06/12 12:30:00  AM,22.621,,,,,
149,06/06/12 01:00:00  AM,22.333,,,,,
150,06/06/12 01:30:00  AM,22.142,,,,,
151,06/06/12 02:00:00  AM,21.951,,,,,
152,06/06/12 02:30:00  AM,21.855,,,,,
153,06/06/12 03:00:00  AM,21.760,,,,,
154,06/06/12 03:30:00  AM,21.760,,,,,
155,06/06/12 04:00:00  AM,21.760,,,,,
156,06/06/12 04:30:00  AM,21.855,,,,,
157,06/06/12 05:00:00  AM,21.760,,,,,
158,06/06/12 05:30:00  AM,21.664,,,,,
159,06/06/12 06:00:00  AM,21.664,,,,,
160,06/06/12 06:30:00  AM,21.664,,,,,
161,06/06/12 07:00:00  AM,21.664,,,,,
162,06/06/12 07:30:00  AM,21.569,,,,,
163,06/06/12 08:00:00  AM,21.569,,,,,
164,06/06/12 08:30:00  AM,21.569,,,,,
165,06/06/12 09:00:00  AM,21.951,,,,,
166,06/06/12 09:30:00  AM,22.429,,,,,
167,06/06/12 10:00:00  AM,27.862,,,,,
168,06/06/12 10:30:00  AM,28.456,,,,,
169,06/06/12 11:00:00  AM,23.004,,,,,
170,06/06/12 11:30:00  AM,28.953,,,,,
171,06/06/12 12:00:00  PM,30.862,,,,,
172,06/06/12 12:30:00  PM,30.659,,,,,
173,06/06/12 01:00:00  PM,27.075,,,,,
174,06/06/12 01:30:00  PM,26.000,,,,,
175,06/06/12 02:00:00  PM,25.610,,,,,
176,06/06/12 02:30:00  PM,25.513,,,,,
177,06/06/12 03:00:00  PM,24.835,,,,,
178,06/06/12 03:30:00  PM,24.255,,,,,
179,06/06/12 04:00:00  PM,24.255,,,,,
180,06/06/12 04:30:00  PM,24.448,,,,,
181,06/06/12 05:00:00  PM,24.738,,,,,
182,06/06/12 05:30:00  PM,24.931,,,,,
183,06/06/12 06:00:00  PM,25.028,,,,,
184,06/06/12 06:30:00  PM,25.222,,,,,
185,06/06/12 07:00:00  PM,25.222,,,,,
186,06/06/12 07:30:00  PM,25.028,,,,,
187,06/06/12 08:00:00  PM,24.931,,,,,
188,06/06/12 08:30:00  PM,24.641,,,,,
189,06/06/12 09:00:00  PM,24.255,,,,,
190,06/06/12 09:30:00  PM,24.062,,,,,
191,06/06/12 10:00:00  PM,23.773,,,,,
192,06/06/12 10:30:00  PM,23.196,,,,,
193,06/06/12 11:00:00  PM,22.525,,,,,
194,06/06/12 11:30:00  PM,22.142,,,,,
195,06/07/12 12:00:00  AM,21.760,,,,,
196,06/07/12 12:30:00  AM,21.378,,,,,
197,06/07/12 01:00:00  AM,20.996,,,,,
198,06/07/12 01:30:00  AM,20.710,,,,,
199,06/07/12 02:00:00  AM,20.424,,,,,
200,06/07/12 02:30:00  AM,20.138,,,,,
201,06/07/12 03:00:00  AM,19.948,,,,,
202,06/07/12 03:30:00  AM,19.662,,,,,
203,06/07/12 04:00:00  AM,19.567,,,,,
204,06/07/12 04:30:00  AM,19.472,,,,,
205,06/07/12 05:00:00  AM,19.377,,,,,
206,06/07/12 05:30:00  AM,19.282,,,,,
207,06/07/12 06:00:00  AM,19.092,,,,,
208,06/07/12 06:30:00  AM,18.901,,,,,
209,06/07/12 07:00:00  AM,18.901,,,,,
210,06/07/12 07:30:00  AM,18.901,,,,,
211,06/07/12 08:00:00  AM,19.092,,,,,
212,06/07/12 08:30:00  AM,19.377,,,,,
213,06/07/12 09:00:00  AM,19.662,,,,,
214,06/07/12 09:30:00  AM,21.760,,,,,
215,06/07/12 10:00:00  AM,22.429,,,,,
216,06/07/12 10:30:00  AM,32.807,,,,,
217,06/07/12 11:00:00  AM,28.258,,,,,
218,06/07/12 11:30:00  AM,38.046,,,,,
219,06/07/12 12:00:00  PM,33.326,,,,,
220,06/07/12 12:30:00  PM,21.187,,,,,
221,06/07/12 01:00:00  PM,21.569,,,,,
222,06/07/12 01:30:00  PM,21.664,,,,,
223,06/07/12 02:00:00  PM,21.664,,,,,
224,06/07/12 02:30:00  PM,21.855,,,,,
225,06/07/12 03:00:00  PM,22.046,,,,,
226,06/07/12 03:30:00  PM,22.142,,,,,
227,06/07/12 04:00:00  PM,22.238,,,,,
228,06/07/12 04:30:00  PM,22.238,,,,,
229,06/07/12 05:00:00  PM,22.429,,,,,
230,06/07/12 05:30:00  PM,22.525,,,,,
231,06/07/12 06:00:00  PM,22.429,,,,,
232,06/07/12 06:30:00  PM,22.333,,,,,
233,06/07/12 07:00:00  PM,22.429,,,,,
234,06/07/12 07:30:00  PM,22.621,,,,,
235,06/07/12 08:00:00  PM,22.525,,,,,
236,06/07/12 08:30:00  PM,22.333,,,,,
237,06/07/12 09:00:00  PM,22.333,,,,,
238,06/07/12 09:30:00  PM,22.238,,,,,
239,06/07/12 10:00:00  PM,22.238,,,,,
240,06/07/12 10:30:00  PM,22.238,,,,,
241,06/07/12 11:00:00  PM,22.333,,,,,
242,06/07/12 11:30:00  PM,22.238,,,,,
243,06/08/12 12:00:00  AM,22.238,,,,,
244,06/08/12 12:30:00  AM,22.238,,,,,
245,06/08/12 01:00:00  AM,22.333,,,,,
246,06/08/12 01:30:00  AM,22.333,,,,,
247,06/08/12 02:00:00  AM,22.333,,,,,
248,06/08/12 02:30:00  AM,22.238,,,,,
249,06/08/12 03:00:00  AM,22.142,,,,,
250,06/08/12 03:30:00  AM,22.142,,,,,
251,06/08/12 04:00:00  AM,22.142,,,,,
252,06/08/12 04:30:00  AM,22.238,,,,,
253,06/08/12 05:00:00  AM,22.142,,,,,
254,06/08/12 05:30:00  AM,22.142,,,,,
255,06/08/12 06:00:00  AM,22.046,,,,,
256,06/08/12 06:30:00  AM,22.046,,,,,
257,06/08/12 07:00:00  AM,22.046,,,,,
258,06/08/12 07:30:00  AM,21.951,,,,,
259,06/08/12 08:00:00  AM,21.951,,,,,
260,06/08/12 08:30:00  AM,21.951,,,,,
261,06/08/12 09:00:00  AM,21.951,,,,,
262,06/08/12 09:30:00  AM,21.951,,,,,
263,06/08/12 10:00:00  AM,21.951,,,,,
264,06/08/12 10:30:00  AM,21.951,,,,,
265,06/08/12 11:00:00  AM,22.046,,,,,
266,06/08/12 11:30:00  AM,21.951,,,,,
267,06/08/12 12:00:00  PM,21.951,,,,,
268,06/08/12 12:30:00  PM,22.142,,,,,
269,06/08/12 01:00:00  PM,22.333,,,,,
270,06/08/12 01:30:00  PM,22.333,,,,,
271,06/08/12 02:00:00  PM,22.238,,,,,
272,06/08/12 02:30:00  PM,22.238,,,,,
273,06/08/12 03:00:00  PM,22.142,,,,,
274,06/08/12 03:30:00  PM,22.238,,,,,
275,06/08/12 04:00:00  PM,22.621,,,,,
276,06/08/12 04:30:00  PM,22.429,,,,,
277,06/08/12 05:00:00  PM,22.525,,,,,
278,06/08/12 05:30:00  PM,22.621,,,,,
279,06/08/12 06:00:00  PM,22.525,,,,,
280,06/08/12 06:30:00  PM,22.429,,,,,
281,06/08/12 07:00:00  PM,22.429,,,,,
282,06/08/12 07:30:00  PM,22.429,,,,,
283,06/08/12 08:00:00  PM,22.238,,,,,
284,06/08/12 08:30:00  PM,22.238,,,,,
285,06/08/12 09:00:00  PM,22.142,,,,,
286,06/08/12 09:30:00  PM,22.142,,,,,
287,06/08/12 10:00:00  PM,22.142,,,,,
288,06/08/12 10:30:00  PM,22.238,,,,,
289,06/08/12 11:00:00  PM,22.142,,,,,
290,06/08/12 11:30:00  PM,22.142,,,,,
291,06/09/12 12:00:00  AM,22.142,,,,,
292,06/09/12 12:30:00  AM,22.142,,,,,
293,06/09/12 01:00:00  AM,22.142,,,,,
294,06/09/12 01:30:00  AM,22.142,,,,,
295,06/09/12 02:00:00  AM,22.142,,,,,
296,06/09/12 02:30:00  AM,22.142,,,,,
297,06/09/12 03:00:00  AM,22.142,,,,,
298,06/09/12 03:30:00  AM,22.142,,,,,
299,06/09/12 04:00:00  AM,22.046,,,,,
300,06/09/12 04:30:00  AM,22.046,,,,,
301,06/09/12 05:00:00  AM,22.046,,,,,
302,06/09/12 05:30:00  AM,21.951,,,,,
303,06/09/12 06:00:00  AM,21.951,,,,,
304,06/09/12 06:30:00  AM,21.951,,,,,
305,06/09/12 07:00:00  AM,21.951,,,,,
306,06/09/12 07:30:00  AM,21.951,,,,,
307,06/09/12 08:00:00  AM,21.951,,,,,
308,06/09/12 08:30:00  AM,21.951,,,,,
309,06/09/12 09:00:00  AM,22.046,,,,,
310,06/09/12 09:30:00  AM,22.046,,,,,
311,06/09/12 10:00:00  AM,22.142,,,,,
312,06/09/12 10:30:00  AM,22.142,,,,,
313,06/09/12 11:00:00  AM,22.142,,,,,
314,06/09/12 11:30:00  AM,22.333,,,,,
315,06/09/12 12:00:00  PM,22.333,,,,,
316,06/09/12 12:30:00  PM,22.429,,,,,
317,06/09/12 01:00:00  PM,22.429,,,,,
318,06/09/12 01:30:00  PM,22.621,,,,,
319,06/09/12 02:00:00  PM,22.812,,,,,
320,06/09/12 02:30:00  PM,22.717,,,,,
321,06/09/12 03:00:00  PM,22.621,,,,,
322,06/09/12 03:30:00  PM,22.717,,,,,
323,06/09/12 04:00:00  PM,22.908,,,,,
324,06/09/12 04:30:00  PM,23.100,,,,,
325,06/09/12 05:00:00  PM,23.292,,,,,
326,06/09/12 05:30:00  PM,23.004,,,,,
327,06/09/12 06:00:00  PM,23.196,,,,,
328,06/09/12 06:30:00  PM,23.004,,,,,
329,06/09/12 07:00:00  PM,23.004,,,,,
330,06/09/12 07:30:00  PM,23.004,,,,,
331,06/09/12 08:00:00  PM,23.004,,,,,
332,06/09/12 08:30:00  PM,23.004,,,,,
333,06/09/12 09:00:00  PM,23.004,,,,,
334,06/09/12 09:30:00  PM,22.908,,,,,
335,06/09/12 10:00:00  PM,22.908,,,,,
336,06/09/12 10:30:00  PM,22.908,,,,,
337,06/09/12 11:00:00  PM,22.812,,,,,
338,06/09/12 11:30:00  PM,22.812,,,,,
339,06/10/12 12:00:00  AM,22.717,,,,,
340,06/10/12 12:30:00  AM,22.717,,,,,
341,06/10/12 01:00:00  AM,22.717,,,,,
342,06/10/12 01:30:00  AM,22.717,,,,,
343,06/10/12 02:00:00  AM,22.621,,,,,
344,06/10/12 02:30:00  AM,22.525,,,,,
345,06/10/12 03:00:00  AM,22.429,,,,,
346,06/10/12 03:30:00  AM,22.429,,,,,
347,06/10/12 04:00:00  AM,22.333,,,,,
348,06/10/12 04:30:00  AM,22.238,,,,,
349,06/10/12 05:00:00  AM,22.142,,,,,
350,06/10/12 05:30:00  AM,22.142,,,,,
351,06/10/12 06:00:00  AM,22.046,,,,,
352,06/10/12 06:30:00  AM,22.046,,,,,
353,06/10/12 07:00:00  AM,22.142,,,,,
354,06/10/12 07:30:00  AM,22.142,,,,,
355,06/10/12 08:00:00  AM,22.142,,,,,
356,06/10/12 08:30:00  AM,22.238,,,,,
357,06/10/12 09:00:00  AM,22.333,,,,,
358,06/10/12 09:30:00  AM,22.238,,,,,
359,06/10/12 10:00:00  AM,22.142,,,,,
360,06/10/12 10:30:00  AM,22.046,,,,,
361,06/10/12 11:00:00  AM,22.046,,,,,
362,06/10/12 11:30:00  AM,22.046,,,,,
363,06/10/12 12:00:00  PM,22.046,,,,,
364,06/10/12 12:30:00  PM,22.046,,,,,
365,06/10/12 01:00:00  PM,22.238,,,,,
366,06/10/12 01:30:00  PM,22.525,,,,,
367,06/10/12 02:00:00  PM,22.429,,,,,
368,06/10/12 02:30:00  PM,22.429,,,,,
369,06/10/12 03:00:00  PM,22.333,,,,,
370,06/10/12 03:30:00  PM,22.333,,,,,
371,06/10/12 04:00:00  PM,22.429,,,,,
372,06/10/12 04:30:00  PM,22.333,,,,,
373,06/10/12 05:00:00  PM,22.238,,,,,
374,06/10/12 05:30:00  PM,22.238,,,,,
375,06/10/12 06:00:00  PM,22.238,,,,,
376,06/10/12 06:30:00  PM,22.238,,,,,
377,06/10/12 07:00:00  PM,22.238,,,,,
378,06/10/12 07:30:00  PM,22.142,,,,,
379,06/10/12 08:00:00  PM,22.142,,,,,
380,06/10/12 08:30:00  PM,22.046,,,,,
381,06/10/12 09:00:00  PM,22.046,,,,,
382,06/10/12 09:30:00  PM,21.951,,,,,
383,06/10/12 10:00:00  PM,21.951,,,,,
384,06/10/12 10:30:00  PM,21.855,,,,,
385,06/10/12 11:00:00  PM,21.855,,,,,
386,06/10/12 11:30:00  PM,21.855,,,,,
387,06/11/12 12:00:00  AM,21.760,,,,,
388,06/11/12 12:30:00  AM,21.760,,,,,
389,06/11/12 01:00:00  AM,21.760,,,,,
390,06/11/12 01:30:00  AM,21.664,,,,,
391,06/11/12 02:00:00  AM,21.664,,,,,
392,06/11/12 02:30:00  AM,21.569,,,,,
393,06/11/12 03:00:00  AM,21.569,,,,,
394,06/11/12 03:30:00  AM,21.473,,,,,
395,06/11/12 04:00:00  AM,21.473,,,,,
396,06/11/12 04:30:00  AM,21.378,,,,,
397,06/11/12 05:00:00  AM,21.378,,,,,
398,06/11/12 05:30:00  AM,21.378,,,,,
399,06/11/12 06:00:00  AM,21.282,,,,,
400,06/11/12 06:30:00  AM,21.282,,,,,
401,06/11/12 07:00:00  AM,21.187,,,,,
402,06/11/12 07:30:00  AM,21.282,,,,,
403,06/11/12 08:00:00  AM,21.187,,,,,
404,06/11/12 08:30:00  AM,21.187,,,,,
405,06/11/12 09:00:00  AM,21.091,,,,,
406,06/11/12 09:30:00  AM,21.091,,,,,
407,06/11/12 10:00:00  AM,21.091,,,,,
408,06/11/12 10:30:00  AM,21.091,,,,,
409,06/11/12 11:00:00  AM,21.091,,,,,
410,06/11/12 11:30:00  AM,21.187,,,,,
411,06/11/12 12:00:00  PM,21.187,,,,,
412,06/11/12 12:30:00  PM,20.996,,,,,
413,06/11/12 01:00:00  PM,21.091,,,,,
414,06/11/12 01:30:00  PM,21.187,,,,,
415,06/11/12 02:00:00  PM,21.187,,,,,
416,06/11/12 02:30:00  PM,21.091,,,,,
417,06/11/12 03:00:00  PM,21.282,,,,,
418,06/11/12 03:30:00  PM,21.091,,,,,
419,06/11/12 04:00:00  PM,20.996,,,,,
420,06/11/12 04:30:00  PM,20.901,,,,,
421,06/11/12 05:00:00  PM,20.996,,,,,
422,06/11/12 05:30:00  PM,20.901,,,,,
423,06/11/12 06:00:00  PM,20.901,,,,,
424,06/11/12 06:30:00  PM,20.901,,,,,
425,06/11/12 07:00:00  PM,20.901,,,,,
426,06/11/12 07:30:00  PM,20.710,,,,,
427,06/11/12 08:00:00  PM,20.710,,,,,
428,06/11/12 08:30:00  PM,20.615,,,,,
429,06/11/12 09:00:00  PM,20.519,,,,,
430,06/11/12 09:30:00  PM,20.424,,,,,
431,06/11/12 10:00:00  PM,20.329,,,,,
432,06/11/12 10:30:00  PM,20.234,,,,,
433,06/11/12 11:00:00  PM,20.138,,,,,
434,06/11/12 11:30:00  PM,20.043,,,,,
435,06/12/12 12:00:00  AM,20.043,,,,,
436,06/12/12 12:30:00  AM,19.948,,,,,
437,06/12/12 01:00:00  AM,19.948,,,,,
438,06/12/12 01:30:00  AM,19.853,,,,,
439,06/12/12 02:00:00  AM,19.758,,,,,
440,06/12/12 02:30:00  AM,19.758,,,,,
441,06/12/12 03:00:00  AM,19.758,,,,,
442,06/12/12 03:30:00  AM,19.662,,,,,
443,06/12/12 04:00:00  AM,19.662,,,,,
444,06/12/12 04:30:00  AM,19.567,,,,,
445,06/12/12 05:00:00  AM,19.472,,,,,
446,06/12/12 05:30:00  AM,19.472,,,,,
447,06/12/12 06:00:00  AM,19.377,,,,,
448,06/12/12 06:30:00  AM,19.377,,,,,
449,06/12/12 07:00:00  AM,19.377,,,,,
450,06/12/12 07:30:00  AM,19.377,,,,,
451,06/12/12 08:00:00  AM,19.282,,,,,
452,06/12/12 08:30:00  AM,19.282,,,,,
453,06/12/12 09:00:00  AM,19.282,,,,,
454,06/12/12 09:30:00  AM,19.282,,,,,
455,06/12/12 10:00:00  AM,19.472,,,,,
456,06/12/12 10:30:00  AM,19.377,,,,,
457,06/12/12 11:00:00  AM,19.472,,,,,
458,06/12/12 11:30:00  AM,19.282,,,,,
459,06/12/12 12:00:00  PM,19.472,,,,,
460,06/12/12 12:30:00  PM,19.472,,,,,
461,06/12/12 01:00:00  PM,19.377,,,,,
462,06/12/12 01:30:00  PM,19.758,,,,,
463,06/12/12 02:00:00  PM,19.472,,,,,
464,06/12/12 02:30:00  PM,19.472,,,,,
465,06/12/12 03:00:00  PM,19.377,,,,,
466,06/12/12 03:30:00  PM,19.282,,,,,
467,06/12/12 04:00:00  PM,19.853,,,,,
468,06/12/12 04:30:00  PM,19.567,,,,,
469,06/12/12 05:00:00  PM,19.948,,,,,
470,06/12/12 05:30:00  PM,19.377,,,,,
471,06/12/12 06:00:00  PM,19.567,,,,,
472,06/12/12 06:30:00  PM,19.853,,,,,
473,06/12/12 07:00:00  PM,19.662,,,,,
474,06/12/12 07:30:00  PM,19.472,,,,,
475,06/12/12 08:00:00  PM,19.472,,,,,
476,06/12/12 08:30:00  PM,19.282,,,,,
477,06/12/12 09:00:00  PM,19.282,,,,,
478,06/12/12 09:30:00  PM,19.187,,,,,
479,06/12/12 10:00:00  PM,19.187,,,,,
480,06/12/12 10:30:00  PM,19.187,,,,,
481,06/12/12 11:00:00  PM,19.187,,,,,
482,06/12/12 11:30:00  PM,19.092,,,,,
483,06/13/12 12:00:00  AM,19.092,,,,,
484,06/13/12 12:30:00  AM,19.092,,,,,
485,06/13/12 01:00:00  AM,19.092,,,,,
486,06/13/12 01:30:00  AM,19.092,,,,,
487,06/13/12 02:00:00  AM,18.996,,,,,
488,06/13/12 02:30:00  AM,18.996,,,,,
489,06/13/12 03:00:00  AM,18.996,,,,,
490,06/13/12 03:30:00  AM,18.996,,,,,
491,06/13/12 04:00:00  AM,18.996,,,,,
492,06/13/12 04:30:00  AM,18.996,,,,,
493,06/13/12 05:00:00  AM,18.901,,,,,
494,06/13/12 05:30:00  AM,18.901,,,,,
495,06/13/12 06:00:00  AM,18.901,,,,,
496,06/13/12 06:30:00  AM,18.901,,,,,
497,06/13/12 07:00:00  AM,18.806,,,,,
498,06/13/12 07:30:00  AM,18.806,,,,,
499,06/13/12 08:00:00  AM,18.996,,,,,
500,06/13/12 08:30:00  AM,18.901,,,,,
501,06/13/12 09:00:00  AM,18.806,,,,,
502,06/13/12 09:30:00  AM,18.901,,,,,
503,06/13/12 10:00:00  AM,18.806,,,,,
504,06/13/12 10:30:00  AM,18.806,,,,,
505,06/13/12 11:00:00  AM,18.806,,,,,
506,06/13/12 11:30:00  AM,18.996,,,,,
507,06/13/12 12:00:00  PM,19.187,,,,,
508,06/13/12 12:30:00  PM,19.092,,,,,
509,06/13/12 01:00:00  PM,19.567,,,,,
510,06/13/12 01:30:00  PM,19.758,,,,,
511,06/13/12 02:00:00  PM,19.853,,,,,
512,06/13/12 02:30:00  PM,19.853,,,,,
513,06/13/12 03:00:00  PM,19.853,,,,,
514,06/13/12 03:30:00  PM,19.948,,,,,
515,06/13/12 04:00:00  PM,20.138,,,,,
516,06/13/12 04:30:00  PM,19.758,,,,,
517,06/13/12 05:00:00  PM,20.138,,,,,
518,06/13/12 05:30:00  PM,20.138,,,,,
519,06/13/12 06:00:00  PM,20.138,,,,,
520,06/13/12 06:30:00  PM,19.853,,,,,
521,06/13/12 07:00:00  PM,19.948,,,,,
522,06/13/12 07:30:00  PM,19.853,,,,,
523,06/13/12 08:00:00  PM,19.853,,,,,
524,06/13/12 08:30:00  PM,19.662,,,,,
525,06/13/12 09:00:00  PM,19.662,,,,,
526,06/13/12 09:30:00  PM,19.567,,,,,
527,06/13/12 10:00:00  PM,19.567,,,,,
528,06/13/12 10:30:00  PM,19.472,,,,,
529,06/13/12 11:00:00  PM,19.472,,,,,
530,06/13/12 11:30:00  PM,19.472,,,,,
531,06/14/12 12:00:00  AM,19.472,,,,,
532,06/14/12 12:30:00  AM,19.377,,,,,
